Schedules,S.No.,Chapter/Heading/Sub-heading/Tariffitem,DescriptionofGoods,CGST(%),SGST/UTGST(%),IGST(%),CompensationCess
III,310,8402,Steam or other vapour generating boilers (other than central heating hot water boilers capable also of producing low pressure steam); super-heated water boilers,9.0,9.0,18.0,
III,311,8403,Central heating boilers other than those of heading 8402,9.0,9.0,18.0,
III,312,8404,"Auxiliary plant for use with boilers of heading 8402 or 8403 (for example, economisers, super-heaters, soot removers, gas recoverers); condensers for steam or other vapour power units",9.0,9.0,18.0,
III,313,8405,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators and similar water process gas generators, with or without their purifiers",9.0,9.0,18.0,
III,314,8406,Steam turbines and other vapour turbines,9.0,9.0,18.0,
III,,,,9.0,9.0,18.0,
III,315,8410,"Hydraulic turbines, water wheels, and regulators therefor",9.0,9.0,18.0,
III,316,8411,"Turbo-jets, turbo-propellers and other gas turbines [other than aircraft engines]",9.0,9.0,18.0,
III,317,8412,"Other engines and motors (Reaction engines other than turbo jets, Hydraulic power engines and motors, Pneumatic power engines and motors, other, parts) [other than wind turbine or engine]",9.0,9.0,18.0,
III,317A,8413,"“(a) Concrete pumps [8413 40 00]; (b) other rotary positive displacement pumps [8413 60]; (c) Power driven pumps primarily designed for handling water, namely, centrifugal pumps (horizontal and vertical), deep tube-well turbine pumps, submersible pumps, axial flow and mixed flow vertical pumps",9.0,9.0,18.0,
III,317B,8414,"Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters; Gas-tight biological safety cabinets, whether or not fitted with filters [other than bicycle pumps, other hand pumps and parts of air or vacuum pumps and compressors of bicycle pumps",9.0,9.0,18.0,
III,317C,8414 20 10,Bicycle pumps,9.0,9.0,18.0,
III,317D,8414 90 12,Parts of air or vacuum pumps and compressors of bicycle pumps,9.0,9.0,18.0,
III,318,8416,"Furnace burners for liquid fuel, for pulverised solid fuel or for gas; mechanical stokers, including their mechanical grates, mechanical ash dischargers and similar appliances",9.0,9.0,18.0,
III,319,8417,"Industrial or laboratory furnaces and ovens, including incinerators, non-electric",9.0,9.0,18.0,
III,319A,8418,"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps other than air conditioning machines of heading 8415",9.0,9.0,18.0,
III,320,8419 other than 8419 12,"Machinery, plant or laboratory equipment, whether or not electrically heated (excluding furnaces, ovens and other equipment of heading 8514), for the treatment of materials by a process involving a change of temperature such as heating, cooking, roasting, distilling, rectifying, sterilising, pasteurising, steaming, drying, evaporating, vaporising, condensing or cooling, other than machinery or plant of a kind used for domestic purposes; instantaneous or storage water heaters, non-electric [other than Solar water heater and system]",9.0,9.0,18.0,
III,321,8420,"Calendering or other rolling machines, other than for metals or glass, and cylinders therefor [other than Hand operated rubber roller]",9.0,9.0,18.0,
III,322,8421,"Centrifuges, including centrifugal dryers; filtering or purifying machinery and apparatus, for liquids or gases",9.0,9.0,18.0,
III,323,"8422 20 00, 8422 30 00, 8422 40 00, 842290 other than 8422 11 00,8422 19 00","Machinery for cleaning or drying bottles or other containers; machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; machinery for capsuling bottles, jars, tubes and similar containers; other packing or wrapping machinery (including heat- shrink wrapping machinery); machinery for aerating beverages [other than dish washing machines]",9.0,9.0,18.0,
III,324,8423,"Weighing machinery (excluding balances of a sensitivity of 5 centigrams or better), including weight operated counting or checking machines; weighing machine weights of all kinds",9.0,9.0,18.0,
III,325,8424,"Mechanical appliances (whether or not hand-operated) for projecting, dispersing or spraying liquids or powders; fire extinguishers, whether or not charged; spray guns and similar appliances; steam or sand blasting machines and similar jet projecting machines [other than sprinklers; drip irrigation systems including laterals; mechanical sprayer; nozzles for drip irrigation equipment or nozzles for sprinklers",9.0,9.0,18.0,
III,326,8425,Pulley tackle and hoists other than skip hoists; winches and capstans; jacks,9.0,9.0,18.0,
III,327,8426,"Ship’s derricks; cranes including cable cranes; mobile lifting frames, straddle carriers and works trucks fitted with a crane",9.0,9.0,18.0,
III,327A,8427,Fork-lift trucks; other works trucks fitted with lifting or handling equipment,9.0,9.0,18.0,
III,327B,8428,"Other lifting, handling, loading or unloading machinery (for example, lifts, escalators, conveyors, teleferics)",9.0,9.0,18.0,
III,327C,8429,"Self-propelled bulldozers, angledozers, graders, levellers, scrapers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers",9.0,9.0,18.0,
III,327D,8430,"Other moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring machinery, for earth, minerals or ores; piledrivers and pile- extractors; snow-ploughs and snowblowers",9.0,9.0,18.0,
III,328,8431,Parts suitable for use solely or principally with the machinery of headings 8425 to 8430,9.0,9.0,18.0,
III,328A,8433,"Machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading 8437; parts thereof [8433 90 00]",9.0,9.0,18.0,
III,328B,8434,Milking machines and dairy machinery”;,9.0,9.0,18.0,
III,329,8435,"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices or similar beverages",9.0,9.0,18.0,
III,329A,8437,"Machines for cleaning, sorting or grading, seed, grain or dried leguminous vegetables; machinery used in milling industry or for the working of cereals or dried leguminous vegetables other than farm type machinery and parts thereof",9.0,9.0,18.0,
III,330,8438,"Machinery, not specified or included elsewhere in this Chapter, for the industrial preparation or manufacture of food or drink, other than machinery for the extraction or preparation of animal or fixed vegetable or microbial fats or oils",9.0,9.0,18.0,
III,331,8439,Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or paperboard,9.0,9.0,18.0,
III,332,8440,"Book-binding machinery, including book- sewing machines",9.0,9.0,18.0,
III,333,8441,"Other machinery for making up paper pulp, paper or paperboard, including cutting machines of all kinds",9.0,9.0,18.0,
III,334,8442,"Machinery, apparatus and equipment (other than the machines of headings 8456 to 8465) for preparing or making plates, printing components; plates, cylinders and lithographic stones, prepared for printing purposes (for example, planed, grained or polished)",9.0,9.0,18.0,
III,335,8443,"Printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442; other printers, copying machines and facsimile machines, whether or not combined; parts and accessories thereof",9.0,9.0,18.0,
III,336,8444,"Machines for extruding, drawing, texturing or cutting man-made textile materials",9.0,9.0,18.0,
III,337,8445,"Machines for preparing textile fibres; spinning, doubling or twisting machines and other machinery for producing textile yarns; textile reeling or winding (including weft-winding) machines and machines for preparing textile yarns for use on the machines of heading 8446 or 8447",9.0,9.0,18.0,
III,338,8446,Weaving machines (looms),9.0,9.0,18.0,
III,339,8447,"Knitting machines, stitch-bonding machines and machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting",9.0,9.0,18.0,
III,340,8448,"Auxiliary machinery for use with machines of heading 84.44, 84.45, 84.46 or 84.47 (for example, dobbies, Jacquards, automatic stop motions, shuttle changing mechanisms); parts and accessories suitable for use solely or principally with the machines of this heading or of heading 8444, 8445,8446 or 8447 (for example, spindles and spindles flyers, card clothing, combs, extruding nipples, shuttles, healds and heald frames, hosiery needles)",9.0,9.0,18.0,
III,341,8449,"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, including machinery for making felt hats; blocks for making hats",9.0,9.0,18.0,
III,341A,8450,"Household or laundry-type washing machines, including machines which both wash and dry",9.0,9.0,18.0,
III,342,8451,"Machinery (other than machines of heading 8450) for washing, cleaning, wringing, drying, ironing, pressing (including fusing presses), bleaching, dyeing, dressing, finishing, coating or impregnating textile yarns, fabrics or made up textile articles and machines for applying the paste to the base fabric or other support used in the manufacture of floor covering such as linoleum; machines for reeling, unreeling, folding, cutting or pinking textile fabrics",9.0,9.0,18.0,
III,343,8453,"Machinery for preparing, tanning or working hides, skins or leather or for making or repairing footwear or other articles of hides, skins or leather, other than sewing machines",9.0,9.0,18.0,
III,344,8454,"Converters, ladles, ingot moulds and casting machines, of a kind used in metallurgy or in metal foundries",9.0,9.0,18.0,
III,345,8455,Metal-rolling mills and rolls therefor,9.0,9.0,18.0,
III,346,8456,"Machine-tools for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electro- discharge, electro-chemical, electron beam, ionic-beam or plasma arc processes",9.0,9.0,18.0,
III,347,8457,"Machining centres, unit construction machines (single station) and multi-station transfer machines, for working metal",9.0,9.0,18.0,
III,348,8458,Lathes (including turning centres) for removing metal,9.0,9.0,18.0,
III,349,8459,"Machine-tools (including way-type unit head machines) for drilling, boring, milling, threading or tapping by removing metal, other than lathes (including turning centres) of heading 8458",9.0,9.0,18.0,
III,350,8460,"Machine-tools for deburring, sharpening, grinding, honing, lapping, polishing or otherwise finishing metal, or cermets by means of grinding stones, abrasives or polishing products, other than gear cutting, gear grinding or gear finishing machines of heading 8461",9.0,9.0,18.0,
III,351,8461,"Machine-tools for planing, shaping, slotting, broaching, gear cutting, gear grinding or gear finishing, sawing, cutting-off and other machine-tools working by removing metal or cermets, not elsewhere specified or included",9.0,9.0,18.0,
III,352,8462,"Machine-Tools (Including Presses) For Working Metal by Forging, Hammering or Die Forging (Excluding Rolling Mills); Machine-Tools (Including Presses, Slitting Lines and Cut-To-Length Lines) For Working Metal by Bending, Folding, Straightening, Flattening, Shearing, Punching, Notching or Nibbling (Excluding Draw-Benches); Presses for Working Metal or Metal Carbides, Not Specified Above",9.0,9.0,18.0,
III,353,8463,"Other machine-tools for working metal, or cermets, without removing material",9.0,9.0,18.0,
III,354,8464,"Machine-tools for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass",9.0,9.0,18.0,
III,355,8465,"Machine-tools (including machines for nailing, stapling, glueing or otherwise assembling) for working wood, cork, bone, hard rubber, hard plastics or similar hard materials",9.0,9.0,18.0,
III,356,8466,"Parts and accessories suitable for use solely or principally with the machines of headings 8456 to 8465 including work or tool holders, self-opening dieheads, dividing heads and other special attachments for the machines; tool holders for any type of tool, for working in the hand",9.0,9.0,18.0,
III,357,8467,"Tools for working in the hand, pneumatic, hydraulic or with self-contained electric or non-electric motor",9.0,9.0,18.0,
III,358,8468,"Machinery and apparatus for soldering, brazing or welding, whether or not capable of cutting, other than those of heading 8512.5; gas-operated surface tempering machines and appliances",9.0,9.0,18.0,
III,359,8470,"Calculating machines and pocket-size data recording, reproducing and displaying machines with calculating functions; accounting machines, postage-franking machines, ticket-issuing machines and similar machines, incorporating a calculating device; cash registers",9.0,9.0,18.0,
III,360,8471,"Automatic data processing machines and units thereof; magnetic or optical readers, machines for transcribing data onto data media in coded form and machines for processing such data, not elsewhere specified or included",9.0,9.0,18.0,
III,361,8472,"Other office machines (for example, hectograph or stencil duplicating machines, addressing machines, automatic banknote dispensers, coin sorting machines, coin counting or wrapping machines, pencil sharpening machines, perforating or stapling machines) [other than Braille typewriters, electric or non- electric]",9.0,9.0,18.0,
